AUCTIONID,AUCTIONSTARTDATE,AUCTIONENDDATE,LOTMINSTARTDATE,LOTMAXSTARTDATE,LOTMINENDDATE,LOTMAXENDDATE,BIDRANGENAME
45935,17-02-2020 12:00:00,24-02-2020 12:00:00,17-02-2020 12:00:00,17-02-2020 12:00:00,24-02-2020 12:00:00,24-02-2020 02:38:00,de Standard en Standard nl Standaard biedranges
45948,04-02-2020 12:00:00,11-02-2020 08:30:00,04-02-2020 12:00:00,04-02-2020 12:00:00,11-02-2020 08:31:00,11-02-2020 10:28:00,de Standard en Standard nl Standaard biedranges
45976,03-02-2020 12:00:00,09-02-2020 07:15:00,03-02-2020 12:00:00,03-02-2020 12:00:00,09-02-2020 07:15:00,09-02-2020 10:10:00,de Standard en Standard nl Standaard biedranges
45996,17-02-2020 05:00:00,24-02-2020 01:00:00,17-02-2020 05:00:00,17-02-2020 05:00:00,24-02-2020 01:00:00,24-02-2020 02:47:00,de Standard en Standard nl Standaard biedranges
46019,04-02-2020 12:00:00,06-02-2020 02:00:00,04-02-2020 12:00:00,04-02-2020 12:00:00,06-02-2020 02:00:00,06-02-2020 03:31:00,de Standard en Standard nl Standaard biedranges
46048,10-02-2020 05:00:00,17-02-2020 12:00:00,10-02-2020 05:00:00,10-02-2020 05:00:00,17-02-2020 12:00:00,17-02-2020 01:52:00,de Standard en Standard nl Standaard biedranges
46055,22-02-2020 12:00:00,01-03-2020 10:00:00,22-02-2020 12:00:00,22-02-2020 12:00:00,01-03-2020 10:00:00,01-03-2020 11:48:00,de Standard en Standard nl Standaard biedranges
46074,18-02-2020 05:01:00,27-02-2020 07:30:00,18-02-2020 05:01:00,18-02-2020 05:01:00,27-02-2020 07:30:00,28-02-2020 02:12:00,de Standard en Standard nl Standaard biedranges
46114,07-02-2020 05:00:00,13-02-2020 07:00:00,07-02-2020 05:00:00,07-02-2020 05:00:00,13-02-2020 07:01:00,13-02-2020 08:14:00,de Standard en Standard nl Standaard biedranges
38138,31-12-2019 12:00:00,05-01-2020 07:30:00,31-12-2019 12:00:00,31-12-2019 12:00:00,05-01-2020 07:37:00,05-01-2020 09:59:00,de Standard en Standard nl Standaard biedranges
43832,20-12-2019 05:01:00,08-01-2020 07:01:00,20-12-2019 05:01:00,20-12-2019 05:01:00,08-01-2020 06:45:00,08-01-2020 08:31:00,de Standard en Standard nl Standaard biedranges
44093,18-02-2020 10:30:00,18-02-2020 10:45:00,18-02-2020 10:30:00,18-02-2020 10:30:00,18-02-2020 10:45:00,18-02-2020 10:45:00,nl Vastgoed Standaard biedranges
44183,31-12-2019 05:00:00,04-01-2020 04:15:00,31-12-2019 05:00:00,31-12-2019 05:00:00,04-01-2020 04:01:00,04-01-2020 07:31:00,nl 1 Euro stappen
44380,18-02-2020 03:30:00,18-02-2020 05:45:00,18-02-2020 03:30:00,18-02-2020 03:30:00,18-02-2020 04:11:00,18-02-2020 04:11:00,nl Per 1000 ophogen
44406,03-01-2020 05:00:00,14-01-2020 08:00:00,03-01-2020 05:00:00,03-01-2020 05:00:00,14-01-2020 08:02:00,14-01-2020 08:30:00,nl Bva-Automotive
44482,30-01-2020 10:30:00,30-01-2020 10:45:00,30-01-2020 10:30:00,30-01-2020 10:30:00,30-01-2020 10:45:00,30-01-2020 10:45:00,nl Per 1000 ophogen
44541,25-01-2020 03:00:00,25-01-2020 03:15:00,25-01-2020 03:00:00,25-01-2020 03:00:00,25-01-2020 03:15:00,25-01-2020 03:15:00,nl Vastgoed Standaard biedranges
44682,09-01-2020 05:00:00,29-01-2020 07:30:00,09-01-2020 05:00:00,09-01-2020 05:00:00,29-01-2020 07:30:00,29-01-2020 11:14:00,nl Classic car auctions
44699,19-12-2019 05:00:00,03-01-2020 06:30:00,19-12-2019 05:00:00,19-12-2019 05:00:00,03-01-2020 06:01:00,03-01-2020 11:33:00,de Standard en Standard nl Standaard biedranges
44700,18-12-2019 05:00:00,06-01-2020 05:30:00,18-12-2019 05:00:00,06-01-2020 07:18:00,06-01-2020 05:31:00,06-01-2020 09:13:00,de Standard en Standard nl Standaard biedranges
44703,23-12-2019 05:00:00,06-01-2020 06:30:00,23-12-2019 05:00:00,06-01-2020 07:49:00,06-01-2020 06:30:00,06-01-2020 08:36:00,de Standard en Standard nl Standaard biedranges
44753,20-12-2019 05:00:00,07-01-2020 06:15:00,20-12-2019 05:00:00,20-12-2019 05:00:00,07-01-2020 06:00:00,07-01-2020 07:44:00,de Standard en Standard nl Standaard biedranges
44855,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44857,24-01-2020 10:00:00,25-02-2020 10:00:00,24-01-2020 10:00:00,24-01-2020 10:00:00,25-02-2020 10:00:00,25-02-2020 10:00:00,nl Vastgoed Standaard biedranges
44881,04-01-2020 06:00:00,05-01-2020 10:00:00,04-01-2020 06:00:00,04-01-2020 06:00:00,05-01-2020 10:00:00,05-01-2020 06:13:00,nl 1 Euro stappen
44905,20-01-2020 05:00:00,27-01-2020 01:30:00,20-01-2020 05:00:00,20-01-2020 05:00:00,27-01-2020 01:30:00,27-01-2020 03:14:00,de Standard en Standard nl Standaard biedranges
44930,03-02-2020 05:00:00,11-02-2020 06:30:00,03-02-2020 05:00:00,03-02-2020 05:00:00,11-02-2020 06:32:00,11-02-2020 09:42:00,de Standard en Standard nl Standaard biedranges
44933,23-12-2019 05:00:00,06-01-2020 03:00:00,23-12-2019 05:00:00,23-12-2019 05:00:00,06-01-2020 03:05:00,06-01-2020 04:15:00,de Standard en Standard nl Standaard biedranges
44944,17-01-2020 05:00:00,28-01-2020 07:01:00,17-01-2020 05:00:00,17-01-2020 05:00:00,28-01-2020 07:15:00,28-01-2020 08:41:00,de Standard en Standard nl Standaard biedranges
44947,14-02-2020 05:00:00,25-02-2020 06:45:00,14-02-2020 05:00:00,14-02-2020 05:00:00,25-02-2020 06:45:00,25-02-2020 08:46:00,de Standard en Standard nl Standaard biedranges
44962,27-12-2019 05:00:00,06-01-2020 06:30:00,27-12-2019 05:00:00,27-12-2019 05:00:00,06-01-2020 06:30:00,07-01-2020 01:05:00,de Standard en Standard nl Standaard biedranges
45000,23-01-2020 05:00:00,29-01-2020 06:30:00,23-01-2020 05:00:00,23-01-2020 05:00:00,29-01-2020 06:30:00,29-01-2020 08:17:00,de Standard en Standard nl Standaard biedranges
45056,01-02-2020 05:00:00,07-02-2020 07:30:00,01-02-2020 05:00:00,01-02-2020 05:00:00,07-02-2020 07:30:00,07-02-2020 09:39:00,de Standard en Standard nl Standaard biedranges
45058,22-02-2020 09:00:00,28-02-2020 07:15:00,22-02-2020 09:00:00,22-02-2020 09:00:00,28-02-2020 07:16:00,28-02-2020 10:47:00,de Standard en Standard nl Standaard biedranges
45077,13-01-2020 05:00:00,20-01-2020 06:45:00,13-01-2020 05:00:00,13-01-2020 05:00:00,20-01-2020 06:45:00,20-01-2020 10:05:00,de Standard en Standard nl Standaard biedranges
45117,11-01-2020 05:00:00,16-01-2020 07:45:00,11-01-2020 05:00:00,11-01-2020 05:00:00,16-01-2020 07:45:00,16-01-2020 09:22:00,nl Top Lots
45134,24-01-2020 12:00:00,31-01-2020 01:00:00,24-01-2020 12:00:00,24-01-2020 12:00:00,31-01-2020 01:00:00,31-01-2020 01:55:00,de Standard en Standard nl Standaard biedranges
45179,13-01-2020 11:00:00,14-01-2020 09:01:00,13-01-2020 11:00:00,13-01-2020 11:00:00,14-01-2020 09:00:00,15-01-2020 12:12:00,nl 1 Euro stappen
45184,13-01-2020 02:00:00,14-01-2020 11:00:00,13-01-2020 02:00:00,13-01-2020 02:00:00,14-01-2020 11:04:00,14-01-2020 05:30:00,nl 1 Euro stappen
45195,21-01-2020 05:00:00,28-01-2020 04:00:00,21-01-2020 05:00:00,21-01-2020 05:00:00,28-01-2020 04:00:00,29-01-2020 01:31:00,de Standard en Standard nl Standaard biedranges
45208,09-01-2020 05:00:00,17-01-2020 07:01:00,09-01-2020 05:00:00,09-01-2020 05:00:00,17-01-2020 07:01:00,17-01-2020 09:37:00,de Standard en Standard nl Standaard biedranges
45232,18-01-2020 05:01:00,27-01-2020 07:30:00,18-01-2020 05:01:00,18-01-2020 05:01:00,27-01-2020 07:31:00,27-01-2020 08:56:00,de Standard en Standard nl Standaard biedranges
45245,14-01-2020 03:00:00,22-01-2020 08:00:00,14-01-2020 03:00:00,14-01-2020 03:00:00,22-01-2020 08:01:00,22-01-2020 09:35:00,nl Bva-Automotive
45271,04-01-2020 05:01:00,14-01-2020 08:00:00,04-01-2020 05:01:00,04-01-2020 05:01:00,14-01-2020 08:00:00,14-01-2020 08:48:00,de Standard en Standard nl Standaard biedranges
45310,28-01-2020 02:00:00,29-01-2020 11:00:00,28-01-2020 02:00:00,28-01-2020 02:00:00,29-01-2020 11:00:00,29-01-2020 05:19:00,nl 1 Euro stappen
45313,31-01-2020 06:00:00,01-02-2020 10:00:00,31-01-2020 06:00:00,31-01-2020 06:00:00,01-02-2020 10:00:00,01-02-2020 06:20:00,nl 1 Euro stappen
45337,21-01-2020 05:00:00,25-01-2020 04:00:00,21-01-2020 05:00:00,21-01-2020 05:00:00,25-01-2020 04:00:00,25-01-2020 11:29:00,nl Biedrange 0-15 1 euro (Beuknoot)
45344,28-01-2020 05:00:00,02-02-2020 04:00:00,28-01-2020 05:00:00,28-01-2020 05:00:00,02-02-2020 04:01:00,02-02-2020 08:16:00,nl Biedrange 0-15 1 euro (Beuknoot)
45346,14-01-2020 05:00:00,19-01-2020 04:30:00,14-01-2020 05:00:00,14-01-2020 05:00:00,19-01-2020 04:30:00,20-01-2020 12:38:00,nl Biedrange 0-15 1 euro (Beuknoot)
45361,08-01-2020 12:00:00,16-01-2020 12:00:00,08-01-2020 12:00:00,08-01-2020 12:00:00,16-01-2020 12:00:00,16-01-2020 02:41:00,de Standard en Standard nl Standaard biedranges
45405,08-02-2020 05:00:00,16-02-2020 05:45:00,08-02-2020 05:00:00,08-02-2020 05:00:00,16-02-2020 05:45:00,16-02-2020 10:50:00,de Standard en Standard nl Standaard biedranges
45416,18-01-2020 05:00:00,23-01-2020 07:00:00,18-01-2020 05:00:00,18-01-2020 05:00:00,23-01-2020 07:00:00,23-01-2020 08:58:00,de Standard en Standard nl Standaard biedranges
45448,20-01-2020 05:00:00,03-02-2020 06:30:00,20-01-2020 05:00:00,20-01-2020 05:00:00,03-02-2020 06:30:00,03-02-2020 08:51:00,de Standard en Standard nl Standaard biedranges
45473,07-02-2020 11:00:00,08-02-2020 06:00:00,07-02-2020 11:00:00,07-02-2020 11:00:00,08-02-2020 06:00:00,09-02-2020 12:17:00,nl 1 Euro stappen
45531,22-02-2020 09:00:00,28-02-2020 07:30:00,22-02-2020 09:00:00,22-02-2020 09:00:00,28-02-2020 07:30:00,28-02-2020 09:07:00,de Standard en Standard nl Standaard biedranges
45552,27-01-2020 05:00:00,02-02-2020 06:00:00,27-01-2020 05:00:00,27-01-2020 05:00:00,02-02-2020 06:00:00,02-02-2020 07:15:00,de Standard en Standard nl Standaard biedranges
45588,06-02-2020 05:01:00,12-02-2020 07:00:00,06-02-2020 05:01:00,06-02-2020 05:01:00,12-02-2020 07:00:00,12-02-2020 07:56:00,de Standard en Standard nl Standaard biedranges
45650,18-02-2020 05:00:00,27-02-2020 08:15:00,18-02-2020 05:00:00,18-02-2020 05:00:00,27-02-2020 08:15:00,27-02-2020 09:27:00,de Standard en Standard nl Standaard biedranges
45679,06-02-2020 09:00:00,10-02-2020 08:30:00,06-02-2020 09:00:00,06-02-2020 09:00:00,10-02-2020 08:30:00,10-02-2020 09:17:00,nl BVA-Automotive - 50/100
45759,06-02-2020 09:00:00,13-02-2020 07:15:00,06-02-2020 09:00:00,06-02-2020 09:00:00,13-02-2020 07:16:00,13-02-2020 09:53:00,de Standard en Standard nl Standaard biedranges
45827,11-02-2020 05:00:00,16-02-2020 04:15:00,11-02-2020 05:00:00,11-02-2020 05:00:00,16-02-2020 04:15:00,16-02-2020 07:05:00,nl Biedrange 0-15 1 euro (Beuknoot)
45850,15-02-2020 09:00:00,25-02-2020 07:30:00,15-02-2020 09:00:00,15-02-2020 09:00:00,25-02-2020 07:30:00,25-02-2020 10:54:00,de Standard en Standard nl Standaard biedranges
45868,21-02-2020 09:00:00,28-02-2020 06:15:00,21-02-2020 09:00:00,21-02-2020 09:00:00,28-02-2020 06:01:00,28-02-2020 10:26:00,de Standard en Standard nl Standaard biedranges
45916,21-02-2020 12:00:00,28-02-2020 01:00:00,21-02-2020 12:00:00,21-02-2020 12:00:00,28-02-2020 01:00:00,28-02-2020 02:04:00,de Standard en Standard nl Standaard biedranges
45930,30-01-2020 05:01:00,10-02-2020 08:30:00,30-01-2020 05:01:00,30-01-2020 05:01:00,10-02-2020 08:31:00,10-02-2020 09:08:00,nl Bva-Automotive
45932,09-02-2020 12:00:00,16-02-2020 07:30:00,09-02-2020 12:00:00,09-02-2020 12:00:00,16-02-2020 07:30:00,16-02-2020 10:16:00,de Standard en Standard nl Standaard biedranges
45939,21-02-2020 12:00:00,01-03-2020 07:30:00,21-02-2020 12:00:00,21-02-2020 12:00:00,01-03-2020 07:30:00,01-03-2020 10:47:00,de Standard en Standard nl Standaard biedranges
45954,07-02-2020 12:00:00,14-02-2020 07:00:00,07-02-2020 12:00:00,07-02-2020 12:00:00,14-02-2020 07:00:00,14-02-2020 07:28:00,de Standard en Standard nl Standaard biedranges
45967,07-02-2020 11:00:00,10-02-2020 06:30:00,07-02-2020 11:00:00,07-02-2020 11:00:00,10-02-2020 06:30:00,10-02-2020 07:37:00,de Standard en Standard nl Standaard biedranges
46092,14-02-2020 11:00:00,17-02-2020 06:45:00,14-02-2020 11:00:00,14-02-2020 11:00:00,17-02-2020 06:45:00,17-02-2020 08:15:00,de Standard en Standard nl Standaard biedranges
46186,17-02-2020 05:01:00,27-02-2020 08:00:00,17-02-2020 05:01:00,17-02-2020 05:01:00,27-02-2020 08:00:00,27-02-2020 09:01:00,nl Bva-Automotive
46197,18-02-2020 05:01:00,26-02-2020 07:00:00,18-02-2020 05:01:00,18-02-2020 05:01:00,26-02-2020 07:05:00,26-02-2020 07:05:00,de Standard en Standard nl Standaard biedranges
46205,19-02-2020 05:01:00,27-02-2020 06:15:00,19-02-2020 05:01:00,19-02-2020 05:01:00,27-02-2020 06:01:00,28-02-2020 12:27:00,de Standard en Standard nl Standaard biedranges
46206,21-02-2020 11:00:00,24-02-2020 06:30:00,21-02-2020 11:00:00,21-02-2020 05:00:00,24-02-2020 06:30:00,24-02-2020 07:17:00,de Standard en Standard nl Standaard biedranges
46271,25-02-2020 05:01:00,01-03-2020 08:30:00,25-02-2020 05:01:00,25-02-2020 05:01:00,01-03-2020 08:30:00,01-03-2020 11:20:00,de Standard en Standard nl Standaard biedranges
46337,20-02-2020 05:00:00,27-02-2020 12:00:00,20-02-2020 05:00:00,20-02-2020 05:00:00,27-02-2020 12:00:00,27-02-2020 01:25:00,de Standard en Standard nl Standaard biedranges
